A1-Village Name,A2-District Name,A4-State Name,Unique HHD identifier,Annual household income 2018-19 (~june - July),Annual net household farm income: 2018-19,Annual net household non-farm income: 2018-19,Annual household farm business expenses,Annual household non-farm business expenses: 2018-19,Normalized Wealth Index First PC - 2019,Wealth Index First PC - 2019,House_ownership_present,Bank_account_present,flooring_materials_present,roofing_materials_present,walls_materials_present,House type_present,Number of_members per room present,Seperate room for cooking_present,type of toilet_present,Main source of lightening_present,Main fuel for cooking_present,source of drinking water_present,House ownership,M14A2-Mattress At present,M14A3-Pressure cooker _ At present,M14A4-Chair _ At present,M14A5-Cot / Bed _ At present,M14A6-Table _ At present,M14A10-Clock or Watch _ At present,M14A7-Electric fan _ At present,M14A8-Radio / Transistor _ At present,M14A9-Sewing machine _ At present,M14A11-Bicycle _ At present,M14A12-Black and White television _ At present,M14A13-Colour television _ At present,M14A14-Mobile phone _ At present,M14A15-Landline Phone _ At present,M14A16-Refrigerator? At present,M14A17-Air conditioner / Cooler _ At present,M14A18-Washing Machine? At present,M14A19-Internet? At present,M14A20-Computer? At present,M14A21-Motorcycle/scooter? At present,M14A22-Car/Jeep _ At present,M14A23-Water pump _ At present,M14A24-Thresher _ At present,M14A25-Tractor _ At present,M14A26-Animal drawn cart _ At present,M14A27-Open well _ At present,M14A28-Bore well _ At present,M14A29-Private Pond _ At present,M14A30-Equipment for drip irrigation/ Sprinkler _ At present,M14A31-Tiller/ Cultivator _ At present,M14A32-Plough disc/ mould board _ At present,M14A33-Seed drill _ At present,M14A34-Power sprayer _ At present,M14A35-Chaff cutter _ At present,M14A36-Weeders _ At present,M14A37-Other mechanized three/four_wheeler agricultural equipment _ At present,M14A38-Trolley (for tractor) _ At present,M14A39-Livestock sheds _ At present,M14A40-Fish boat _ At present,M14A41-Other fishing equipment _ At present
Yakhao,Tuensang,Nagaland,244008,46500,-1500,48000,1500,0,-0,67,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,fair,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,2,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakhao,Tuensang,Nagaland,244009,48900,48900,0,9500,0,-6,18,Owns a house,Doesn't have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,"coal, charcoal or kerosene","coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakhao,Tuensang,Nagaland,244010,33100,23100,10000,1500,0,-3,41,Owns a house,Doesn't have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakhao,Tuensang,Nagaland,244011,67000,61000,6000,7000,0,-1,61,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,fair,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakhao,Tuensang,Nagaland,244012,103500,85500,18000,14500,0,-0,70,Owns a house,have bank account,rudimentary floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,3,0,2,4,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakor,Tuensang,Nagaland,197001,197150,14650,182500,39600,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,15,1,0,3,3,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Yakor,Tuensang,Nagaland,197002,186160,18160,168000,45000,0,-2,57,Owns a house,Doesn't have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,13,1,5,4,5,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Yakor,Tuensang,Nagaland,197003,262533,-17300,279833,23800,0,2,86,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,16,2,5,3,5,1,0,0,1,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Yakor,Tuensang,Nagaland,197004,41200,4700,36500,3600,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,10,2,3,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakor,Tuensang,Nagaland,197005,31500,31500,0,12000,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,16,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Yakor,Tuensang,Nagaland,197006,220533,13400,207133,12100,0,1,79,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,15,2,5,4,5,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Yakor,Tuensang,Nagaland,197007,41949,19950,21999,3550,0,-1,64,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakor,Tuensang,Nagaland,197008,453619,29860,423759,9140,6240,-0,70,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,1,8,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Yakor,Tuensang,Nagaland,197009,601759,-20240,621999,20240,0,1,78,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,1,2,10,3,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakor,Tuensang,Nagaland,197010,675999,0,675999,0,0,-0,69,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,.5,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,2,11,4,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakor,Tuensang,Nagaland,197011,137019,73020,63999,4480,0,1,77,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,1,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakor,Tuensang,Nagaland,197012,82499,-4000,86499,1500,7500,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317001,23980,-3020,27000,3020,0,-3,43,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317002,14830,-3170,18000,3170,0,-3,43,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,.6666667,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317003,40520,-4480,45000,4480,0,-1,58,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,0,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317004,50150,-3850,54000,3850,0,-1,58,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,0,0,4,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317005,24530,-2470,27000,2470,0,-1,58,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,5,0,0,5,1,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317006,14180,-3820,18000,3820,0,-3,43,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317007,21620,-5380,27000,5380,0,-3,43,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317008,41410,-3590,45000,3590,0,-0,67,Owns a house,have bank account,natural floor,natural roofing,finished walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317009,15260,-2740,18000,2740,0,-0,67,Owns a house,have bank account,natural floor,natural roofing,finished walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,0,0,4,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317010,116790,-6210,123000,6210,0,-1,58,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,1,0,4,1,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317011,41820,-3180,45000,3180,0,-1,58,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317012,23900,-3100,27000,3100,0,-1,58,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317013,24360,-2640,27000,2640,0,-3,43,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yakshu,Mon,Nagaland,317014,169620,-7380,177000,7380,0,-0,67,Owns a house,have bank account,rudimentary floor,natural roofing,natural walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,1,0,4,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yangli Mission Centre,Tuensang,Nagaland,182001,145359,16992,128367,17008,300,1,83,Does not own house,have bank account,finished floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,15,1,4,2,1,2,0,0,1,1,0,1,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yangli Mission Centre,Tuensang,Nagaland,182002,134833,35500,99333,5500,21500,2,92,Does not own house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,20,3,4,4,3,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Yangli Mission Centre,Tuensang,Nagaland,182003,69160,0,69160,0,2840,0,75,Does not own house,have bank account,finished floor,finished roofing,natural walls,semi-puuca,.5,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,20,3,4,4,4,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yangli Mission Centre,Tuensang,Nagaland,182004,123510,27510,96000,1900,0,-2,51,Owns a house,Doesn't have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,.75,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,1,3,4,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yangli Mission Centre,Tuensang,Nagaland,182005,84130,46130,38000,30200,0,-2,51,Owns a house,Doesn't have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,2,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Yangli Mission Centre,Tuensang,Nagaland,182006,357600,112300,245300,27500,1700,1,81,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,5,3,6,4,3,3,0,0,0,0,1,2,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
Yangli Mission Centre,Tuensang,Nagaland,182007,90000,0,90000,0,0,-0,69,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,1,2,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yangli Mission Centre,Tuensang,Nagaland,182008,87101,-6899,94000,6800,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,1,5,3,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Yangli Mission Centre,Tuensang,Nagaland,182009,385480,0,385480,0,34520,0,75,Does not own house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,1,2,3,2,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yangli Mission Centre,Tuensang,Nagaland,182010,64200,0,64200,0,19800,1,84,Does not own house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,4,2,5,2,3,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yangli Mission Centre,Tuensang,Nagaland,182011,124000,-6000,130000,3000,15000,2,84,Does not own house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,4,1,6,2,4,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yangli Mission Centre,Tuensang,Nagaland,182012,84000,0,84000,0,0,0,74,Does not own house,have bank account,rudimentary floor,finished roofing,finished walls,semi-puuca,.25,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,4,1,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannyu,Mon,Nagaland,269001,1199700,-300,1200000,300,0,-0,69,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,1,1,2,1,2,0,1,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannyu,Mon,Nagaland,269002,147900,-2100,150000,2100,0,-1,58,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,0,12,3,2,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yannyu,Mon,Nagaland,269003,-2250,-2250,0,2250,0,1,79,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,1,1,4,1,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yannyu,Mon,Nagaland,269004,-2100,-2100,0,2100,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,1,12,4,3,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yannyu,Mon,Nagaland,269005,-450,-450,0,450,0,-0,69,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,0,12,4,2,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannyu,Mon,Nagaland,269006,-2100,-2100,0,2100,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,0,12,4,2,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yannyu,Mon,Nagaland,269007,-1600,-1600,0,1600,0,-0,67,Owns a house,have bank account,natural floor,finished roofing,natural walls,semi-puuca,good,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,1,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yannyu,Mon,Nagaland,269008,82500,-1500,84000,1500,0,-2,54,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,2,1,7,2,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannyu,Mon,Nagaland,269009,34000,14000,20000,6000,0,-2,54,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,1,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannyu,Mon,Nagaland,269010,173300,81300,92000,10700,0,0,73,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,pit/dry type sanitation facility,electricity,"electricity, liquid petroleum gas or biogas","public tap, hand pump or well",Own house,5,3,12,5,3,3,1,0,1,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yannyu,Mon,Nagaland,269011,86000,22000,64000,6000,0,-2,54,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,3,1,12,3,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannyu,Mon,Nagaland,269012,32000,-4000,36000,4000,0,-2,54,Owns a house,have bank account,natural floor,natural roofing,natural walls,kuchha,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,4,0,12,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannyu,Mon,Nagaland,269013,145400,145000,400,15000,0,0,72,Owns a house,have bank account,finished floor,finished roofing,finished walls,pucca,good,have separate cooking room,pit/dry type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,5,3,12,6,7,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannyu,Mon,Nagaland,269014,32550,-3450,36000,3450,0,-0,70,Owns a house,have bank account,natural floor,finished roofing,rudimentary walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","public tap, hand pump or well",Own house,5,1,12,5,3,2,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yehemi,Zunheboto,Nagaland,288001,11500,7200,4300,3800,0,-0,67,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,fair,No separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yehemi,Zunheboto,Nagaland,288002,11900,7600,4300,4400,0,-2,55,Owns a house,have bank account,natural floor,finished roofing,finished walls,semi-puuca,good,have separate cooking room,flush piped sewer/ septic tank type sanitation facility,electricity,"coal, charcoal or kerosene","pipe, hand pump, well in residence/ yard/ plot",Own house,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
