Comments,URL,Actual,Predicted
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/82001_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/324008_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/201011_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/45007_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/156009_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/200011_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/485007_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1017012_HouseInterior_6.jpg,class0,high income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/492013_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/134014_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/88007_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/204006_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/321013_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/272003_HouseInterior_6.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/513012_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/25005_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/76007_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/291002_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/243013_HouseInterior_6.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/475005_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/366004_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/75010_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/474009_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/1015001_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/226009_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/379004_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/379001_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/470012_HouseInterior_6.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/28005_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/83010_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/76010_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/392009_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/474002_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/90014_HouseInterior_6.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/147002_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/395008_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/75004_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/114012_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/221005_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/190012_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/223009_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/456006_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/1047001_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/135002_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/17002_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/192006_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/309007_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/512001_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/222011_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/320006_HouseInterior_6.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/399013_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/522009_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/365005_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/101001_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/517006_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/49006_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/130001_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/489001_HouseInterior_6.jpg,class4,lower middle income
# NAA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/497008_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/84002_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/220006_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/237012_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/264004_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/274007_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/158003_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/99010_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/422005_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/420003_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/518002_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/497004_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/183004_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/100008_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/203006_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/52001_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/419003_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/53004_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/317002_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/153003_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/383011_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/210011_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/421002_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/267013_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/417002_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/430010_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/376008_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/71001_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/8011_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/151012_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/109012_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/430014_HouseInterior_6.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/401010_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/467001_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/234006_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/221014_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/90003_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/188003_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/363003_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/461012_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/193006_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/181002_HouseInterior_6.jpg,class1,low income
# NNA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/77010_HouseInterior_6.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/446008_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/475010_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/139007_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/397012_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/70003_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/311014_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/88002_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/379013_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/507008_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/383009_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/472011_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/270005_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/381010_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/324004_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/181006_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/123007_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/438001_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/307012_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/311012_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/511003_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1016017_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/21008_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/103007_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/20009_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/38004_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/232002_HouseInterior_6.jpg,class4,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/48002_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/161003_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/77009_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/445007_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/91012_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/191004_HouseInterior_6.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/332009_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/99009_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/137009_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/298004_HouseInterior_6.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/343009_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/152003_HouseInterior_6.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/484012_HouseInterior_6.jpg,class3,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/462010_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/467008_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/464008_HouseInterior_6.jpg,class2,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/387003_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/130002_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/284012_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/308002_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/22008_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/307005_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/480007_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/416009_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/52003_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1060011_HouseInterior_6.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/363014_HouseInterior_6.jpg,class1,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/29001_HouseInterior_6.jpg,class3,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/307003_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/311008_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/80009_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/303001_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/429004_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/307013_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/25008_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/182004_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/253011_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/80011_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/296012_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/367011_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/89012_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/146006_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/130014_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/375006_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/1010001_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/158007_HouseInterior_6.jpg,class4,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/103006_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/269014_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/387014_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/512010_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/472009_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/520004_HouseInterior_6.jpg,class3,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/427012_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/36008_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/337003_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/508011_HouseInterior_6.jpg,class3,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/110006_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/213005_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/501004_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/403009_HouseInterior_6.jpg,class2,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/371011_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/92014_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/219001_HouseInterior_6.jpg,class4,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/310003_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/55005_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/126013_HouseInterior_6.jpg,class2,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/1040011_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/64013_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/21012_HouseInterior_6.jpg,class0,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/231012_HouseInterior_6.jpg,class0,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/183010_HouseInterior_6.jpg,class1,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/441001_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class1/500014_HouseInterior_6.jpg,class1,lower middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/1039005_HouseInterior_6.jpg,class0,higher middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class2/54011_HouseInterior_6.jpg,class2,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/231002_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class0/201002_HouseInterior_6.jpg,class0,low income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class4/227001_HouseInterior_6.jpg,class4,middle income
# NA,/hdd/Aatif/AHI Data/Cleaned (duplicates and missingness)/interior/train/class3/216003_HouseInterior_6.jpg,class3,middle income
